name,ticker_symbol,cik
"NANTHEALTH, INC.",NH,1566469
NVIDIA CORP,NVDA,1045810
NOVELION THERAPEUTICS INC.,NVLN,827809
NOBLE ENERGY INC,NBL,72207
NF ENERGY SAVING CORP,NFEC,1213660
NETLIST INC,NLST,1282631
"NCS MULTISTAGE HOLDINGS, INC.",NCSM,1692427
NATIONAL RESEARCH CORP,NRC,70487
MYOKARDIA INC,MYOK,1552451
"MONGODB, INC.",MDB,1441816
METROPOLITAN BANK HOLDING CORP.,MCB,1476034
"MEDPACE HOLDINGS, INC.",MEDP,1668397
MATLIN & PARTNERS ACQUISITION CORP,MPACU,1670349
"MANNING & NAPIER, INC.",MN,1524223
"MVC CAPITAL, INC.",MVC,1099941
MOSAIC CO,MOS,1285785
MKS INSTRUMENTS INC,MKSI,1049502
MID PENN BANCORP INC,MPB,879635
METLIFE INC,MET,1099219
MEDIFAST INC,MED,910329
MAUI LAND & PINEAPPLE CO INC,MLP,63330
MARIN SOFTWARE INC,MRIN,1389002
MACK CALI REALTY CORP,CLI,924901
"LOGMEIN, INC.",LOGM,1420302
"LIGHTWAVE LOGIC, INC.",LWLG,1325964
LTC PROPERTIES INC,LTC,887905
"LINN ENERGY, INC.",LNGG,1326428
"LGI HOMES, INC.",LGIH,1580670
LEMAITRE VASCULAR INC,LMAT,1158895
LEGGETT & PLATT INC,LEG,58492
LANDMARK BANCORP INC,LARK,1141688
KIBUSH CAPITAL CORP,DLCR,1614466
KNOLL INC,KNL,1011570
KILROY REALTY CORP,KRC,1025996
"KBR, INC.",KBR,1357615
"JOUNCE THERAPEUTICS, INC.",JNCE,1640455
JETBLUE AIRWAYS CORP,JBLU,1158463
"JAMBA, INC.",JMBA,1316898
"J. ALEXANDER'S HOLDINGS, INC.",JAX,1617227
"INTERPACE DIAGNOSTICS GROUP, INC.",IDXG,1054102
INGEVITY CORP,NGVT,1653477
ISSUER DIRECT CORP,ISDR,843006
"IOVANCE BIOTHERAPEUTICS, INC.",IOVA,1425205
INVESTORS TITLE CO,ITIC,720858
INTRICON CORP,IIN,88790
INTERCEPT PHARMACEUTICALS INC,ICPT,1270073
INNOSPEC INC.,IOSP,1054905
IMPINJ INC,PI,1114995
IDACORP INC,IDA,1057877
HYATT HOTELS CORP,H,1468174
HOWARD HUGHES CORP,HHC,1498828
HILTON WORLDWIDE HOLDINGS INC.,HLT,1585689
"HALYARD HEALTH, INC.",HYH,1606498
HOPFED BANCORP INC,HFBC,1041550
HOME BANCSHARES INC,HOMB,1331520
"HG HOLDINGS, INC.",STLY,797465
HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,1066605
HARTE HANKS INC,HHS,45919
HALCON RESOURCES CORP,HK,1282648
GRUBHUB INC.,GRUB,1594109
GREEN PLAINS INC.,GPRE,1309402
"GLOBAL BLOOD THERAPEUTICS, INC.",GBT,1629137
GULFPORT ENERGY CORP,GPOR,874499
"GROWLIFE, INC.",PHOT,1161582
GP STRATEGIES CORP,GPX,70415
"GLOWPOINT, INC.",GLOW,746210
GLACIER BANCORP INC,GBCI,868671
GENOMIC HEALTH INC,GHDX,1131324
GENERAL ELECTRIC CO,GE,40545
GENCO SHIPPING & TRADING LTD,GNK,1326200
FORTRESS TRANSPORTATION & INFRASTRUCTURE INVESTORS LLC,FTAI,1590364
"FIRST FOODS GROUP, INC.",FIFG,1648903
"FARMERS & MERCHANTS BANCSHARES, INC.",FMBN,1698022
"FSB BANCORP, INC.",FSBC,1667939
"FOOT LOCKER, INC.",FL,850209
FIVE STAR SENIOR LIVING INC.,FVE,1159281
FIRST MERCHANTS CORP,FRME,712534
FIRST KEYSTONE CORP,FKYS,737875
FB FINANCIAL CORP,FBK,1649749
EVOKE PHARMA INC,EVOK,1403708
"ENERGY XXI GULF COAST, INC.",EGC,1404973
"ENDURANCE EXPLORATION GROUP, INC.",EXPL,1392902
"ECHO GLOBAL LOGISTICS, INC.",ECHO,1426945
EVERSPIN TECHNOLOGIES INC,MRAM,1438423
ATOSSA GENETICS INC,ATOS,1488039
ASPEN AEROGELS INC,ASPN,1145986
ARROW FINANCIAL CORP,AROW,717538
"ARCA BIOPHARMA, INC.",ABIO,907654
ANTERO RESOURCES CORP,AR,1433270
AMGEN INC,AMGN,318154
AMEREN CORP,AEE,1002910
AMBASE CORP,ABCP,20639
ALLIANCEBERNSTEIN HOLDING L.P.,AB,825313
"AKCEA THERAPEUTICS, INC.",AKCA,1662524
AGENUS INC,AGEN,1098972
ADTRAN INC,ADTN,926282
"ACORN ENERGY, INC.",ACFN,880984
"ABV CONSULTING, INC.",ABVN,1607450
"22ND CENTURY GROUP, INC.",XXII,1347858
WGL HOLDINGS INC,WGL,1103601
URANIUM ENERGY CORP,UEC,1334933
"TX HOLDINGS, INC.",TXHG,1133798
"SWEEGEN, INC.",SWEE,1580883
SEMILEDS CORP,LEDS,1333822
SIMULATIONS PLUS INC,SLP,1023459
RGC RESOURCES INC,RGCO,1069533
"PRUDENTIAL BANCORP, INC.",PBIP,1578776
PRICESMART INC,PSMT,1041803
PANAMERA HEALTHCARE CORP,PNHT,1620749
"MODULAR MEDICAL, INC.",MODD,1074871
MITEK SYSTEMS INC,MITK,807863
"LEVEL BRANDS, INC.",LEVB,1644903
KULICKE & SOFFA INDUSTRIES INC,KLIC,56978
KMG CHEMICALS INC,KMG,1028215
"IONIX TECHNOLOGY, INC.",IINX,1528308
"HELMERICH & PAYNE, INC.",HP,46765
GH CAPITAL INC.,GHHC,1609472
FRONTERA GROUP INC.,FRTG,1602813
EMERALD DATA INC,EMRD,1622231
EMCORE CORP,EMKR,808326
DATAWATCH CORP,DWCH,792130
"CX NETWORK GROUP, INC.",CXKJ,1502557
CARVER BANCORP INC,CARV,1016178
BRT APARTMENTS CORP.,BRT,14846
BERRY GLOBAL GROUP INC,BERY,1378992
BECTON DICKINSON & CO,BDX,10795
"ADVANCED BIOENERGY, LLC",ABENU,1325740
ANALOG DEVICES INC,ADI,6281
